bus,load_factor
1057056,16686.87
890581,16686.7
863513,16685.84
1035512,16685.65
971157,16684.84
1030930,16683.19
1033686,16682.35
1025866,16682.19
850229,16681.38
958648,16681.31
1041939,16680.77
1049773,16680.03
1036604,16678.53
867704,16678.41
1026715,16678.16
1028542,16678.0
1000324,16677.91
1046692,16677.79
996166,16676.46
885919,16676.2
1049667,16675.15
929760,16674.34
923651,16673.66
906942,16673.41
999345,16673.08
1051962,16672.55
1017567,16672.1
878043,16670.85
859904,16669.85
1024125,16669.85
1029700,16669.42
964972,16669.3
958271,16668.67
958057,16667.86
957398,16666.52
951645,16664.26
841692,16663.5
1010707,16663.27
854059,16662.53
1028046,16662.38
1044204,16661.96
950077,16661.89
913081,16661.19
1044379,16659.83
1039365,16658.83
950402,16658.76
1049697,16658.67
945792,16658.62
916259,16657.59
1037513,16654.5
1030816,16653.59
955597,16652.91
1036014,16652.54
1032282,16652.18
1019275,16651.33
939032,16651.33
1013812,16650.81
1035702,16650.77
925043,16649.69
903230,16649.35
885401,16646.88
1024350,16646.29
866316,16646.28
879935,16646.13
1027685,16644.35
1033748,16644.28
900252,16642.87
1031317,16642.7
1039082,16641.19
1013203,16640.8
890627,16639.44
886265,16639.23
1034962,16636.85
1017434,16635.74
901067,16635.72
940403,16635.1
1032999,16634.09
973800,16633.6
889137,16633.35
996694,16632.81
1017857,16632.69
973051,16632.37
1019495,16632.26
1033261,16630.88
975824,16630.85
982426,16630.61
902867,16627.86
1030074,16627.6
1049416,16627.1
882063,16626.32
1019769,16623.85
883107,16623.84
1026177,16622.96
1032930,16622.5
1039940,16622.04
858460,16621.88
925361,16620.48
905178,16620.38
993335,16620.04
1034088,16619.82
969085,16619.41
1025525,16619.23
1011003,16619.14
1028104,16618.85
881053,16617.23
845624,16617.1
848028,16614.09
860819,16613.54
988026,16613.4
872679,16613.29
1041324,16612.52
944394,16611.78
1008096,16611.45
1022880,16609.97
931825,16609.53
1013298,16609.41
934909,16608.89
976956,16608.83
1020619,16608.43
997495,16608.35
1048343,16606.02
880810,16602.36
1015139,16601.0
976688,16600.88
938830,16600.61
931983,16600.5
999397,16598.62
1024212,16597.99
899363,16596.99
925177,16596.28
1019370,16595.74
862656,16595.34
897550,16593.56
855556,16593.23
994390,16592.71
864434,16592.22
1021597,16590.95
839720,16590.51
1037493,16589.89
951492,16589.84
933417,16589.67
999808,16589.35
849319,16589.16
856815,16588.97
996558,16588.82
877236,16587.81
1006074,16587.48
1019835,16587.06
951134,16585.6
863284,16585.35
1062971,16584.82
866785,16584.52
898174,16583.91
1024953,16583.18
1036019,16583.1
860741,16582.86
905748,16582.45
964506,16581.48
912529,16581.04
966032,16579.67
1053516,16579.64
1018196,16579.28
1016259,16578.67
965895,16577.74
1030447,16577.15
1039370,16576.51
1026435,16574.77
861203,16574.59
891134,16572.06
995334,16571.99
951550,16571.97
843206,16571.88
905284,16571.64
887592,16570.33
1030943,16570.0
1000224,16568.82
998140,16568.41
1014798,16568.37
1037831,16568.13
871211,16567.65
1047188,16567.16
889758,16566.98
1045488,16566.7
1027834,16566.63
996077,16566.25
839507,16565.85
1022047,16564.43
984660,16564.25
898172,16564.14
1028359,16564.03
893214,16563.73
1025574,16563.1
1007923,16562.84
890949,16562.58
866929,16560.83
876232,16560.78
1022926,16559.07
1045152,16558.91
970581,16558.82
1039827,16557.75
970757,16557.03
1039212,16556.72
1044279,16556.23
833135,16556.18
968278,16552.55
1041992,16550.26
982424,16549.09
1031968,16548.05
884181,16547.9
1006367,16547.21
930185,16546.72
1028933,16545.61
1012502,16545.51
1004081,16545.11
1036232,16544.9
876677,16544.57
902855,16543.26
1015157,16542.61
1039954,16542.3
867670,16539.51
1010629,16538.56
853186,16536.18
1050176,16536.16
942044,16535.86
994421,16535.6
909192,16534.21
1027299,16533.04
1028004,16533.01
856186,16532.49
840571,16532.35
990049,16531.56
893699,16531.54
1017021,16530.38
871087,16529.68
927050,16529.39
1026141,16527.75
1028140,16527.57
1034388,16527.28
956208,16527.16
937937,16526.66
997687,16525.74
911949,16525.08
1002297,16524.68
909353,16523.77
969081,16523.3
1031451,16520.95
1008863,16519.29
1050962,16518.75
1039393,16518.28
858222,16518.27
855770,16516.99
1024955,16516.78
1028540,16516.12
1028065,16514.31
1023750,16514.04
1009837,16513.64
968136,16512.41
1012454,16511.38
1029871,16510.92
882832,16510.73
891851,16510.27
882030,16509.91
1004748,16509.25
1031015,16508.65
916538,16508.49
1007564,16505.72
832088,16505.55
939745,16504.79
1051222,16503.28
1030913,16503.22
1002952,16502.02
1012669,16501.01
934492,16500.99
904306,16500.87
1018598,16500.77
902567,16499.43
887914,16499.1
1030889,16498.7
953976,16498.16
982640,16497.92
1033733,16497.29
975376,16497.23
984899,16497.04
1031150,16496.63
1050914,16495.98
978050,16495.96
842332,16495.82
1029586,16495.46
952105,16494.9
869861,16494.79
1025607,16494.08
1025845,16491.04
886380,16490.98
1028392,16489.94
879141,16489.75
1036608,16489.73
932928,16489.03
999789,16489.0
933210,16487.56
1030970,16487.49
1013066,16486.19
974302,16486.08
1030741,16485.56
930469,16484.73
877280,16484.41
830024,16484.34
1008879,16483.62
1034666,16483.11
954623,16482.83
977293,16481.22
1024462,16480.69
1015964,16480.68
994280,16480.24
861844,16479.19
1020267,16477.94
841999,16477.45
1020411,16477.41
949218,16474.74
859255,16474.72
1024735,16473.97
928067,16473.9
850705,16473.21
1000958,16472.74
883108,16472.55
1023397,16471.59
1011742,16470.37
879217,16469.77
1016213,16469.69
1032681,16469.67
927014,16468.99
1001890,16466.3
1045944,16465.32
1024367,16465.3
898222,16463.99
1008328,16462.98
976377,16462.23
882188,16462.21
1029332,16460.96
1046742,16460.96
988688,16460.67
1025487,16458.96
1035400,16456.84
1019631,16456.18
877992,16455.32
1019280,16454.76
869500,16454.68
994011,16454.39
996747,16453.52
1021166,16452.22
1034472,16451.95
1015490,16451.77
1000007,16451.68
1028462,16451.28
1019684,16450.67
1038368,16450.4
862743,16448.77
853333,16447.51
1025283,16447.0
964759,16445.91
1006072,16444.04
1004978,16443.92
950660,16443.63
1003925,16443.45
1012339,16443.13
834157,16443.06
1021327,16440.25
1036716,16439.445
862352,16438.85
867372,16438.29
1035659,16437.51
1006311,16437.03
1022142,16435.2
1020021,16434.49
994913,16434.2
874420,16433.53
910038,16433.31
855499,16432.26
970873,16431.54
1011052,16430.97
1019942,16430.28
917934,16429.33
871577,16429.25
1026667,16428.1
1018227,16427.8
846003,16426.57
1016010,16426.48
1018608,16425.45
909446,16423.48
1028938,16422.61
1021788,16422.51
995294,16422.21
1019276,16421.13
888288,16420.75
1023743,16420.43
890597,16420.02
885886,16419.96
1021045,16419.35
1025965,16419.33
868009,16418.14
837532,16418.05
1011645,16416.38
875707,16416.26
879397,16414.32
1010219,16414.15
1026348,16413.72
928256,16413.23
867478,16412.99
998455,16412.71
1015386,16411.28
824823,16410.87
898537,16410.25
998603,16410.01
1012191,16409.9
1004574,16409.74
854979,16408.75
977274,16407.46
903992,16406.84
988332,16405.9
859089,16405.42
1014456,16405.29
983953,16405.04
904439,16403.9
884506,16403.88
846730,16403.47
987234,16403.04
845028,16402.52
919858,16402.15
1002814,16401.13
903421,16400.84
904717,16400.79
852594,16400.7
1020986,16399.58
854763,16399.06
1023641,16396.79
1009651,16395.95
1019002,16394.82
866671,16394.74
873177,16394.39
1026913,16394.02
1001838,16393.96
948119,16393.6
856722,16393.13
945848,16392.93
1011729,16391.57
1018690,16390.33
1021947,16389.64
1012143,16388.72
1001427,16387.77
1018184,16387.19
1012053,16387.04
1000304,16386.97
878633,16386.95
916666,16386.46
841232,16385.65
866120,16385.63
1005800,16385.0
862939,16383.78
923487,16383.08
1018831,16381.99
1024817,16381.28
1000725,16381.19
922329,16380.93
1021269,16380.37
981275,16379.67
854968,16379.36
1022145,16378.63
883059,16378.09
825894,16377.97
870740,16373.35
985806,16372.509999999998
953565,16372.48
873844,16370.65
962622,16370.23
928137,16369.9
872768,16367.91
943997,16367.78
844530,16367.75
1018276,16367.37
1031532,16367.3
1007645,16367.11
1003036,16367.05
874922,16366.97
913619,16366.69
984239,16365.14
1007561,16365.06
919886,16364.83
1019462,16364.64
1030685,16362.9
851167,16361.84
1006911,16361.19
1039918,16361.04
829917,16360.98
985291,16360.96
1019132,16359.37
1031200,16358.35
927263,16357.74
829287,16355.61
864791,16355.19
1000155,16354.52
1017433,16354.18
896430,16353.95
860821,16352.5
985569,16351.95
919260,16351.36
968474,16351.35
814733,16351.06
854042,16350.95
948177,16350.29
1006118,16350.0
1037077,16348.18
1002739,16348.16
986289,16347.71
1023629,16347.27
859672,16347.19
1012782,16346.76
984189,16346.23
1010412,16346.09
985064,16345.09
940534,16345.07
1033040,16344.58
1007667,16343.71
883845,16343.45
975508,16343.35
1003988,16342.84
840211,16342.75
839178,16341.46
998368,16340.73
1007795,16340.71
830757,16340.48
959920,16338.37
1021380,16338.37
1036018,16336.92
1015749,16334.83
1011163,16334.79
940512,16334.55
960273,16334.23
945179,16332.5
995935,16332.27
975213,16330.55
998498,16330.47
844826,16329.27
997001,16329.01
847394,16327.98
1018705,16327.72
956346,16326.52
1006095,16326.52
845564,16325.73
1021900,16324.89
974393,16324.19
1032378,16323.56
1019675,16323.01
1007977,16322.56
904344,16322.32
1030456,16321.12
1028531,16320.95
870560,16319.26
1003186,16319.02
845450,16318.72
934404,16318.27
1004243,16318.15
822257,16318.06
993155,16317.2
958820,16316.92
1024901,16316.38
873309,16316.08
935073,16316.06
1012097,16316.01
1018483,16315.44
928760,16314.87
847144,16314.8
860327,16314.61
988382,16314.5
850825,16312.03
1002504,16311.37
927149,16311.24
844257,16311.08
1008940,16310.83
1011224,16310.65
968593,16309.91
945472,16309.9
969691,16309.6
938739,16309.51
932136,16309.38
1000900,16308.29
1005516,16306.87
1030040,16306.1
848416,16306.1
901872,16305.46
992288,16305.32
844761,16305.24
1030435,16303.88
1019983,16303.35
1004115,16302.7
923396,16300.33
995530,16299.89
1028432,16297.84
1007666,16297.37
878407,16296.66
861907,16296.51
922657,16296.48
1013209,16296.41
1013684,16293.67
831076,16293.29
834983,16292.83
1005529,16292.13
1029447,16291.46
940943,16291.38
878784,16291.21
976117,16290.53
1017685,16290.32
974134,16289.7
969861,16289.66
920833,16287.95
999636,16287.58
853656,16287.29
861042,16287.02
999556,16286.23
948808,16285.07
912384,16283.29
844483,16283.05
973865,16282.85
944119,16282.1
1014222,16281.41
855438,16279.02
885449,16278.59
1023189,16277.04
845543,16276.76
995429,16274.36
1003608,16274.22
946062,16273.14
993752,16273.06
870662,16272.88
928457,16271.59
1000933,16269.73
871638,16269.3
821372,16267.7
1010608,16267.19
1009067,16266.03
1024235,16265.87
932342,16265.66
915006,16265.06
961923,16264.62
1015046,16263.98
996607,16263.82
991146,16261.59
856513,16259.71
973336,16259.62
1006996,16258.28
848169,16255.76
846179,16255.35
910804,16253.15
917610,16252.59
1000153,16252.42
1021640,16252.41
974382,16252.17
957337,16251.64
1020098,16251.25
881226,16250.0
1009566,16249.43
1015285,16249.22
1010917,16248.71
851045,16248.69
1010462,16248.49
1022368,16247.96
888272,16247.84
866995,16247.62
965062,16247.58
996142,16247.45
986799,16247.32
849532,16247.3
904388,16246.33
926794,16246.11
850667,16245.05
957125,16245.0
987756,16244.48
1007882,16243.02
855055,16242.88
841086,16242.46
1018985,16242.37
1021700,16241.69
861286,16241.54
1018065,16241.51
836918,16240.95
1015059,16240.81
995884,16238.62
1014122,16238.28
956278,16237.81
1017371,16237.8
1020829,16236.84
857532,16236.53
853379,16235.65
850783,16235.52
889744,16235.24
951511,16235.12
994503,16235.08
989694,16234.95
1009271,16234.73
1014592,16233.27
949879,16233.27
950753,16231.4
833052,16231.28
822197,16230.09
978739,16228.84
1000130,16228.56
931520,16227.86
870130,16227.15
1009154,16226.01
1007989,16225.87
1000931,16225.65
1008846,16225.13
965235,16224.66
841014,16224.65
954520,16223.78
1017145,16222.48
878946,16222.37
1002029,16222.1
989226,16221.68
854725,16221.64
1009519,16219.58
863661,16217.74
860569,16217.49
1027036,16215.38
789537,16214.62
1020480,16213.32
954018,16212.76
946370,16211.37
1013627,16209.23
995849,16208.45
852623,16207.72
842904,16207.26
890423,16206.99
987466,16206.87
1000971,16206.82
864262,16206.59
900934,16205.86
825012,16204.11
1018401,16204.05
848195,16203.1
912074,16202.43
821694,16202.1
924281,16201.77
920436,16201.57
1013106,16201.53
955701,16200.91
908375,16199.92
984574,16199.83
968715,16199.685000000001
975173,16199.66
928265,16198.04
979697,16197.81
866884,16195.87
849255,16195.24
1003184,16193.93
1015376,16192.41
973094,16192.06
884033,16191.65
996509,16191.46
855793,16189.57
1011281,16189.3
951988,16188.67
1002003,16188.27
1017904,16188.18
1006969,16187.55
994462,16186.24
933636,16186.23
982303,16185.95
1009329,16185.85
998608,16184.31
974958,16184.06
955902,16183.69
1015667,16183.5
988347,16183.49
941631,16183.36
965266,16182.92
828551,16182.29
999920,16182.27
1010579,16182.05
876478,16181.09
1007760,16179.97
855117,16179.75
1005581,16179.72
978387,16179.27
1010171,16178.89
915375,16177.71
964687,16177.11
906417,16175.77
973736,16175.72
940692,16175.61
960115,16175.41
999849,16175.12
928525,16173.89
885010,16173.56
948970,16172.57
859099,16172.15
966314,16172.1
983087,16171.3
1013530,16170.91
864846,16170.49
993188,16170.48
882998,16170.0
840619,16169.85
1004199,16169.84
838958,16168.87
1027003,16168.67
1001382,16167.66
854036,16167.43
984240,16166.93
865486,16165.9
1010067,16165.76
848592,16165.66
1002993,16165.56
1009567,16164.49
1012565,16164.42
1004928,16163.44
1005400,16162.76
996706,16162.46
1015551,16162.18
1019785,16161.23
1011806,16160.85
858520,16157.26
1027855,16155.38
836442,16154.54
829744,16154.51
856911,16154.35
980770,16154.34
865397,16153.88
996959,16153.87
994944,16153.71
837802,16153.36
838151,16153.09
1004304,16152.7
997324,16152.06
959207,16151.99
1007874,16151.77
868232,16151.27
968145,16151.11
939524,16151.01
859711,16150.87
888293,16150.31
912994,16149.95
863548,16146.38
869531,16146.03
836275,16145.99
1006467,16145.49
1003896,16145.15
975656,16144.45
991907,16143.88
1006857,16142.93
995662,16142.33
851050,16141.78
1004257,16141.34
988045,16141.17
862784,16140.99
856701,16140.96
1003459,16140.6
959706,16139.97
1001832,16138.8
999214,16136.09
745499,16134.63
1007218,16131.92
992857,16130.98
907631,16130.66
1005218,16130.4
985865,16130.39
914261,16130.24
1004041,16130.16
834141,16129.64
903084,16128.02
857402,16127.61
1011915,16126.46
883395,16126.44
1015673,16126.01
869148,16125.01
997077,16124.91
1000946,16123.17
840819,16123.11
966555,16122.8
819907,16122.68
935381,16121.68
843103,16120.44
850702,16118.33
858961,16118.1
836193,16116.15
841111,16115.93
992928,16113.77
1000287,16113.27
962402,16112.11
860700,16110.53
938460,16110.42
915219,16110.05
990268,16109.55
961592,16107.8
976231,16107.36
899886,16107.25
1017219,16106.68
918605,16106.07
997640,16106.03
1020038,16105.31
900837,16104.66
987195,16104.32
1002940,16103.82
955467,16103.8
844694,16103.46
985250,16102.93
959307,16102.42
841090,16102.34
832864,16101.24
966889,16101.12
872967,16100.41
997007,16099.84
1000630,16099.35
911187,16099.22
998232,16099.08
999392,16099.0
871183,16098.8
997101,16098.7
858498,16098.34
978501,16098.19
1007699,16096.98
827024,16094.18
1011650,16093.97
944367,16092.9
1010307,16091.94
821308,16091.66
1028235,16090.79
1011530,16090.34
938980,16090.26
880521,16089.85
992211,16089.17
846717,16088.56
1008390,16088.14
1012514,16088.0
994277,16087.74
855553,16086.54
932486,16085.67
1016162,16084.91
980494,16084.87
1003414,16082.55
988681,16082.15
927114,16081.98
998059,16081.59
951363,16081.59
1009365,16081.17
817948,16081.11
931578,16080.69
945326,16078.9
1009879,16078.66
830091,16078.49
894122,16078.19
963999,16078.09
859477,16077.84
836125,16077.47
994530,16077.33
992432,16077.17
1002470,16076.73
822281,16075.27
940753,16074.21
1005307,16074.03
968563,16073.78
991173,16073.09
838839,16073.0
941928,16072.07
739138,16072.0
838405,16071.99
978585,16071.72
986927,16071.62
977974,16071.29
972893,16070.97
1005940,16070.96
926905,16069.61
979823,16069.04
930427,16067.75
829938,16067.14
836436,16066.35
1006184,16064.98
963532,16064.95
954467,16064.82
813032,16064.58
981933,16064.07
898783,16063.4
966448,16063.0
982979,16062.69
995233,16062.52
996730,16061.9
929572,16061.89
972155,16061.375
824006,16061.32
854155,16061.06
1003187,16060.53
949316,16059.75
981515,16059.39
1007657,16058.93
916275,16058.92
863043,16057.72
875970,16057.68
972593,16057.57
819596,16057.35
1007381,16057.19
969271,16057.15
935330,16057.12
831869,16055.65
1009923,16055.29
987896,16054.42
743458,16054.12
977852,16053.61
862380,16053.52
866171,16053.45
995926,16052.86
888500,16052.72
936932,16051.56
1002714,16051.53
983825,16050.82
819409,16050.49
1000608,16050.25
912362,16050.19
919676,16049.6
964565,16048.35
826465,16048.31
876615,16047.52
1012943,16047.14
1005936,16047.13
846572,16046.79
1011812,16045.7
859470,16045.65
1005555,16044.97
991473,16044.65
1004068,16043.63
1017451,16043.56
902916,16042.83
1007100,16041.81
999166,16040.1
975703,16038.94
857759,16038.11
921043,16037.98
971169,16037.58
986749,16037.26
925381,16037.21
1012207,16036.62
973860,16036.5
996258,16036.15
888294,16034.67
925826,16034.27
825739,16034.24
1002989,16033.94
976988,16032.8
958546,16032.29
1002171,16031.91
914499,16031.48
833348,16031.4
987014,16031.15
995561,16030.64
1008102,16030.54
987623,16030.24
844666,16028.8
982237,16028.16
1005376,16027.92
927651,16027.15
846174,16026.49
952603,16025.7
843988,16024.43
979795,16024.28
840399,16024.14
992041,16023.2
839704,16022.77
827983,16022.56
961627,16020.63
958011,16019.76
988281,16019.03
973038,16018.95
835732,16018.55
1012716,16017.59
1007360,16017.36
859775,16016.97
836999,16016.52
906400,16016.41
985177,16015.63
850254,16015.11
838748,16014.66
1008215,16013.41
973719,16012.67
847910,16011.18
990166,16010.11
840494,16009.65
998489,16008.87
824598,16008.59
999890,16008.38
981183,16008.33
858032,16006.54
883958,16006.08
837907,16005.06
991795,16004.86
990416,16004.29
995228,16004.21
882740,16004.04
817445,16002.83
1001423,16002.06
824327,16001.03
998632,15999.96
988557,15998.67
988095,15998.61
816628,15998.46
1008613,15997.06
808260,15996.83
953538,15996.0
911699,15995.95
857791,15995.01
997803,15994.82
832762,15994.74
985583,15994.41
820929,15993.69
990782,15992.67
955129,15992.08
975689,15991.16
955057,15990.68
1005698,15990.41
986992,15989.77
983434,15989.53
894827,15989.3
934232,15987.63
820198,15986.84
848867,15986.02
981316,15985.66
956423,15985.44
873759,15985.3
991661,15984.96
1003029,15984.04
982687,15983.94
824140,15983.47
957097,15983.41
991858,15983.39
835226,15982.81
978614,15982.7
1006535,15982.53
978082,15982.27
986048,15981.54
996383,15980.3
831398,15979.485
872079,15978.91
958553,15978.61
763271,15976.98
927185,15975.84
980561,15975.35
948139,15975.34
996804,15975.28
871449,15974.38
836909,15974.36
990460,15974.32
1007654,15973.91
844384,15973.09
831758,15972.0
984740,15971.17
944081,15970.89
1005654,15970.69
964479,15970.32
765341,15969.69
826138,15966.45
838762,15966.21
977527,15964.22
981842,15962.47
932000,15961.68
839934,15960.3
979910,15960.27
995075,15960.05
978490,15959.63
900717,15958.6
987793,15958.49
974311,15958.33
944912,15958.13
883243,15958.07
855387,15953.37
927125,15953.11
989736,15953.0
847371,15952.08
833516,15949.15
846658,15948.59
993731,15947.91
1016117,15947.54
992101,15947.29
998290,15947.08
901635,15947.08
939708,15945.56
837828,15945.32
815110,15944.44
996362,15943.66
951092,15943.25
997471,15942.71
993754,15941.93
972435,15939.9
823620,15939.81
894283,15938.41
983964,15937.9
822266,15937.34
969826,15937.0
977752,15936.97
962640,15936.42
824479,15936.39
967583,15936.15
1000741,15935.95
845146,15935.59
988657,15934.01
986714,15933.72
898114,15930.6
819351,15929.89
1002592,15928.79
851906,15928.52
986399,15927.01
985906,15926.7
795162,15925.86
850090,15925.35
817931,15923.7
994227,15923.68
941694,15922.26
1009642,15921.29
955995,15918.77
880457,15916.72
958790,15916.46
957351,15915.61
837676,15915.36
954848,15915.22
890894,15913.46
825700,15913.42
885107,15913.21
864622,15911.46
981259,15909.19
990484,15909.11
846418,15908.61
832775,15907.89
848951,15907.24
863201,15905.44
867861,15905.17
952099,15905.0
834308,15904.68
992418,15902.98
984587,15902.62
820219,15902.25
841498,15902.07
830925,15900.53
846696,15899.65
856547,15899.34
982046,15899.04
984692,15898.56
981180,15898.19
817244,15896.11
855515,15896.11
999630,15895.4
821063,15895.23
814805,15893.44
911309,15893.03
868378,15891.92
953034,15891.63
973423,15891.5
933153,15890.24
959741,15889.63
979617,15889.42
827322,15887.91
978881,15887.77
894999,15885.69
839566,15885.42
850333,15884.92
901097,15884.31
995060,15883.74
939982,15882.94
860867,15882.51
982523,15881.69
839788,15880.75
827394,15880.55
964793,15880.48
982943,15880.4
904464,15880.17
1000415,15879.92
986615,15879.75
827684,15878.94
984483,15878.88
961357,15878.61
832163,15877.21
833427,15876.71
977279,15876.49
829572,15876.39
840370,15875.51
995268,15875.21
953759,15874.98
981163,15873.85
864926,15873.3
816338,15872.56
977794,15872.41
995062,15871.36
853904,15870.71
838143,15870.09
984884,15869.36
988982,15868.74
834718,15868.61
958879,15866.46
960835,15864.77
841282,15864.5
835118,15863.95
930518,15863.79
986212,15863.45
944575,15863.3
820013,15861.9
1001321,15861.13
964736,15859.64
981590,15859.23
827779,15858.39
828661,15858.2
949551,15857.87
980140,15855.87
1000310,15854.98
992696,15854.64
833632,15854.03
989259,15852.35
948964,15851.07
937281,15850.19
805970,15849.9
846033,15849.41
1001778,15849.25
948719,15849.08
934562,15849.02
834369,15848.86
939412,15848.42
993245,15846.46
983090,15845.79
960901,15844.26
842926,15843.85
840135,15843.34
967899,15843.17
918501,15842.95
981698,15842.61
957514,15840.79
931456,15840.21
894461,15839.82
953483,15839.26
840610,15839.11
935717,15838.29
856556,15838.09
982986,15837.84
969091,15837.81
829652,15837.62
968963,15837.02
946285,15836.16
916810,15833.68
951852,15833.62
837430,15833.45
788803,15832.99
990597,15832.29
939175,15831.62
877526,15831.3
846274,15830.83
820511,15829.64
943778,15829.345000000001
771256,15828.92
880771,15828.87
817943,15828.54
888128,15828.54
985390,15827.64
828739,15827.23
819740,15826.39
945057,15824.86
812947,15824.73
990534,15824.29
801344,15823.48
994830,15823.43
849440,15820.91
963191,15820.56
834401,15817.92
982207,15817.75
976440,15816.83
964240,15816.43
817478,15816.33
980049,15816.25
993813,15815.79
956533,15815.43
966708,15815.22
961316,15814.56
988154,15814.03
810388,15813.08
789783,15812.51
1003932,15812.18
990801,15810.91
977261,15810.77
820529,15808.4
835143,15808.39
801205,15806.82
851128,15805.89
841425,15803.66
957022,15802.74
938226,15801.8
974052,15800.31
937838,15799.83
912722,15798.31
973118,15796.53
944301,15796.27
985931,15795.73
895201,15795.68
980962,15794.73
944274,15792.68
921768,15792.54
974450,15791.67
941737,15790.55
816652,15790.17
844484,15789.48
913888,15788.88
981973,15788.61
949845,15788.61
841278,15788.13
890066,15787.94
952445,15787.39
962917,15785.49
974895,15784.96
923590,15784.46
975883,15784.31
987516,15784.03
968366,15783.36
978377,15782.82
955084,15782.4
945888,15782.21
988420,15780.84
915814,15779.96
1014168,15779.57
980674,15778.7
820745,15778.47
834979,15777.03
822516,15776.87
980582,15776.26
835362,15775.42
955991,15775.32
823032,15774.97
787285,15774.87
822152,15774.09
849106,15774.05
831766,15773.92
978577,15773.23
979719,15773.17
985622,15772.93
791635,15772.72
833819,15772.68
985014,15771.32
969159,15771.23
841181,15770.91
786823,15770.0
936777,15769.89
973391,15768.47
837738,15768.42
994112,15767.58
978871,15766.9
988485,15765.77
841336,15765.2
839312,15764.8
978424,15763.67
815885,15763.0
832686,15761.88
970886,15761.26
971148,15759.46
985221,15759.27
908070,15756.77
954238,15756.66
932601,15755.68
992251,15754.81
981996,15754.72
969174,15753.73
795778,15752.71
973415,15752.66
968576,15752.48
960775,15750.69
964783,15750.56
831467,15750.54
908352,15750.17
991682,15748.87
950712,15747.39
986130,15747.02
837820,15746.88
976703,15746.85
842760,15746.18
846789,15745.05
976392,15744.78
979369,15744.72
969572,15744.55
987827,15743.99
809744,15743.55
913649,15743.07
813718,15742.76
915404,15742.21
977382,15741.47
841494,15739.89
900144,15739.33
823395,15738.67
769172,15738.07
885007,15737.54
969387,15735.49
921926,15734.18
827473,15734.03
857137,15733.58
819393,15733.25
954392,15733.05
985057,15732.72
833911,15731.58
960153,15731.24
827890,15730.79
819988,15730.5
893443,15729.73
971894,15729.28
962556,15728.78
813407,15728.01
946431,15725.67
822289,15725.64
826497,15725.61
989316,15724.92
992913,15723.99
955926,15721.77
1001268,15720.3
984054,15719.29
995434,15718.95
909752,15718.78
829498,15717.13
831241,15716.29
917102,15715.39
973201,15713.73
959679,15713.52
970374,15713.29
815500,15712.71
813320,15712.55
822423,15711.26
824482,15710.93
830500,15710.79
973679,15710.65
964967,15710.1
980220,15709.97
825182,15709.83
982070,15709.76
817204,15708.65
976783,15708.11
936684,15707.91
826998,15707.74
980935,15707.03
841583,15706.87
820884,15705.77
801496,15704.46
794813,15703.08
979788,15702.34
940525,15702.0
989393,15701.17
971525,15699.09
939133,15698.86
824305,15697.9
994622,15697.38
919219,15695.83
828074,15694.63
967218,15694.12
976147,15691.34
965152,15691.0
968509,15689.44
828927,15689.2
909673,15689.08
988876,15688.71
985528,15688.56
819425,15688.12
827073,15686.81
978244,15686.47
814560,15686.314999999999
941671,15685.78
937018,15684.36
811178,15684.29
801697,15684.14
971218,15683.79
952574,15683.435000000001
979411,15682.68
946466,15682.29
962864,15682.13
961149,15681.92
949691,15681.42
947130,15681.36
933625,15681.09
965359,15681.07
911994,15680.9
948555,15680.82
811376,15680.15
946077,15679.09
829925,15679.01
970928,15677.71
968643,15677.61
973017,15676.06
978944,15676.0
952091,15674.54
946232,15672.89
975244,15672.86
830802,15671.44
965718,15671.38
973482,15670.78
911057,15670.77
922492,15669.8
823901,15669.66
899339,15669.36
939642,15669.24
830257,15668.96
907237,15667.44
983784,15666.58
956775,15665.07
819948,15664.69
829266,15664.26
836089,15663.76
808244,15662.25
839274,15662.19
979678,15661.13
999975,15661.11
821645,15659.68
939278,15659.36
974188,15659.3
827183,15658.95
987016,15657.15
829125,15656.76
913762,15656.65
966808,15655.88
816268,15655.74
929003,15655.36
797432,15654.85
947047,15654.48
812960,15653.46
970605,15651.93
939442,15650.54
813597,15647.925
939518,15647.64
980484,15647.57
802468,15646.12
817980,15645.3
973303,15644.48
988315,15644.32
979955,15644.11
975876,15643.79
919713,15642.52
821267,15642.36
970826,15641.8
943891,15641.69
786060,15640.08
994499,15639.55
969657,15639.33
963837,15638.76
967236,15638.75
913445,15638.04
955758,15637.67
902498,15637.09
961857,15636.95
962206,15636.94
916905,15636.83
967658,15636.22
968581,15635.05
817833,15634.87
961552,15633.99
966524,15633.34
789859,15633.29
982542,15632.18
967153,15631.85
980033,15630.57
922552,15630.42
945502,15630.2
965244,15629.79
810976,15629.41
969195,15628.71
901332,15627.58
977036,15626.54
831431,15625.1
827885,15624.71
808630,15623.93
965324,15623.63
836929,15623.01
940207,15622.68
959193,15622.4
933626,15621.58
824134,15620.09
916793,15618.59
975766,15617.88
972407,15617.66
951154,15617.06
823619,15616.98
952232,15616.72
829608,15616.0
817334,15615.91
979843,15614.55
821289,15614.31
978201,15613.27
975226,15612.74
968109,15610.47
812806,15609.39
966295,15608.03
879535,15607.72
771626,15606.21
968823,15604.68
968847,15603.69
944694,15601.14
942284,15601.01
822703,15601.0
732776,15600.24
945311,15599.77
803570,15599.48
935763,15599.29
970860,15599.04
954930,15598.87
